Month,Department,Budgeted Amount,Actual Spending,Variance,Merchant,Description,Date,Feature
Jan,Sales,17286,14565,-2721,Starbucks,coffee,2023-12-24,Food & Dining
Jul,Marketing,12204,9829,-2375,Shell,diesel,2025-12-29,Fuel
Nov,Finance,15893,15158,-735,Amazon,online_shopping,2026-01-09,Shopping
Nov,Operations,6240,7678,1438,Amazon,movie subscription,2027-10-04,Entertainment
Dec,Finance,14163,17149,2986,McDonald's,meal,2024-09-18,Food & Dining
Sep,Marketing,18990,21448,2458,Amazon,online shopping,2023-10-28,Shopping
Nov,Sales,13836,11662,-2174,Netflix,entertainment,2029-02-27,Entertainment
Jun,Finance,7982,9934,1952,Netflix,movie subscription,2027-06-19,Entertainment
Aug,HR,14444,12187,-2257,Shell,petrol,2024-03-21,Fuel
Sep,Operations,16305,15230,-1075,Flipkart,movie subscription,2028-12-05,Entertainment
Sep,HR,14553,17514,2961,Starbucks,coffee,2028-11-08,Food & Dining
Jan,HR,16445,16401,-44,Netflix,movie subscription,2028-04-10,Entertainment
Feb,Sales,8510,8963,453,Apple Store,online shopping,2025-05-14,Shopping
Mar,Sales,15857,15181,-676,Uber,travel,2025-11-26,Transportation
Jul,IT,11230,10656,-574,Netflix,entertainment,2027-03-23,Entertainment
Oct,Finance,6028,5729,-299,Apple Store,app purchase,2028-12-30,Digital Services
Oct,HR,11643,8709,-2934,Apple Store,app purchase,2029-04-20,Digital Services
Jun,Marketing,18526,16656,-1870,Netflix,entertainment,2024-04-22,Entertainment
Dec,HR,17255,18532,1277,Netflix,entertainment,2025-07-24,Entertainment
Sep,Marketing,19136,19386,250,Netflix,movie,2029-05-21,Entertainment
Feb,Marketing,5304,3888,-1416,McDonald's,meal,2029-10-24,Food & Dining
Jun,Finance,19378,17549,-1829,Amazon,online_shopping,2024-05-04,Shopping
Feb,Finance,11198,9050,-2148,Shell,diesel,2025-06-21,Fuel
Dec,IT,7224,8415,1191,Uber,travel,2024-05-02,Transportation
Mar,Operations,10334,10171,-163,McDonald's,food,2027-01-05,Food & Dining
Apr,Operations,7511,7354,-157,Flipkart,movie subscription,2025-04-01,Entertainment
Feb,Marketing,15048,16927,1879,Netflix,movie subscription,2029-03-27,Entertainment
Dec,Operations,13926,12220,-1706,Shell,petrol,2029-04-08,Fuel
May,Operations,13910,16816,2906,Amazon,online_shopping,2026-06-10,Shopping
Jan,IT,18467,16818,-1649,Starbucks,coffee,2023-02-02,Food & Dining
Apr,Marketing,7000,4390,-2610,Starbucks,food,2024-11-13,Food & Dining
Aug,Sales,11126,11406,280,Flipkart,online_shopping,2027-06-07,Shopping
May,Operations,12043,13535,1492,Uber,travel,2027-05-24,Transportation
Mar,Marketing,19211,18469,-742,Netflix,movie,2025-09-22,Entertainment
Feb,IT,13717,10745,-2972,McDonald's,coffee purchase,2029-10-25,Food & Dining
May,Marketing,14534,14789,255,Apple Store,app purchase,2027-10-27,Digital Services
Apr,IT,18414,21245,2831,McDonald's,coffee purchase,2024-11-16,Food & Dining
Jun,Sales,17922,20110,2188,McDonald's,coffee purchase,2023-05-24,Food & Dining
Mar,HR,5723,7508,1785,Apple Store,online shopping,2026-12-01,Shopping
May,Sales,15335,15160,-175,Uber,ride to work,2023-03-18,Transportation
Aug,IT,13549,13684,135,Netflix,movie subscription,2027-12-01,Entertainment
Jun,Finance,13391,14854,1463,Uber,ride,2026-03-23,Transportation
Jan,Sales,8534,11435,2901,Netflix,entertainment,2027-02-27,Entertainment
May,HR,13130,10954,-2176,Flipkart,online shopping,2026-02-10,Shopping
Jan,IT,13222,15759,2537,Flipkart,online shopping,2024-03-10,Shopping
Nov,Sales,6100,3179,-2921,Apple Store,app purchase,2028-02-18,Digital Services
Jul,Marketing,5357,7983,2626,Starbucks,food,2027-06-07,Food & Dining
Apr,Marketing,11243,8897,-2346,Apple Store,app purchase,2026-09-25,Digital Services
Nov,Finance,15022,15437,415,Netflix,movie subscription,2023-09-17,Entertainment
Aug,Finance,9749,7166,-2583,Amazon,online shopping,2025-07-12,Shopping
Jun,Operations,11055,9787,-1268,McDonald's,meal,2027-03-13,Food & Dining
Jan,HR,10991,11119,128,Uber,ride,2027-11-19,Transportation
Nov,HR,5229,7828,2599,Flipkart,online shopping,2027-10-31,Shopping
Mar,IT,15006,16769,1763,Uber,travel,2024-03-18,Transportation
Sep,Operations,7789,8233,444,McDonald's,food,2028-10-28,Food & Dining
Dec,Finance,13602,10924,-2678,Flipkart,movie subscription,2023-07-27,Entertainment
Nov,Sales,18817,18974,157,McDonald's,coffee purchase,2028-09-16,Food & Dining
Sep,HR,12672,12199,-473,Amazon,online shopping,2023-10-26,Shopping
Sep,Sales,13828,13810,-18,Flipkart,movie subscription,2026-01-13,Entertainment
Aug,HR,19561,21058,1497,Starbucks,drinks,2027-11-12,Food & Dining
Apr,Sales,7696,8131,435,McDonald's,drinks,2025-02-24,Food & Dining
Aug,Operations,6247,5929,-318,Apple Store,online shopping,2028-11-14,Shopping
Apr,HR,8494,7535,-959,Shell,diesel,2024-11-24,Fuel
Dec,Sales,17637,20163,2526,Shell,petrol,2028-11-01,Fuel
Dec,IT,15570,13044,-2526,Shell,petrol,2027-06-26,Fuel
Mar,Operations,9672,10761,1089,Shell,fuel purchase,2028-01-18,Fuel
Feb,IT,9176,11390,2214,Amazon,online_shopping,2025-04-11,Shopping
Jul,IT,7275,8088,813,Starbucks,food,2027-08-07,Food & Dining
Feb,IT,12540,10935,-1605,Uber,ride to work,2029-02-27,Transportation
Sep,Operations,10240,12935,2695,Uber,travel,2029-02-22,Transportation
May,Sales,11922,11009,-913,Starbucks,drinks,2024-02-28,Food & Dining
Nov,Marketing,14489,12323,-2166,Amazon,online_shopping,2029-10-01,Shopping
May,Marketing,10379,7934,-2445,Starbucks,drinks,2027-12-11,Food & Dining
Jun,Sales,12626,12529,-97,Uber,ride,2025-07-04,Transportation
Apr,Operations,8717,11236,2519,McDonald's,food,2023-02-05,Food & Dining
Jul,Marketing,11465,9411,-2054,Shell,diesel,2027-07-20,Fuel
Jan,IT,7757,8368,611,Netflix,movie,2025-11-06,Entertainment
Feb,Finance,18605,17116,-1489,Apple Store,online shopping,2027-07-28,Shopping
Jan,HR,19455,21551,2096,Netflix,entertainment,2023-06-03,Entertainment
Mar,Operations,11043,10231,-812,Flipkart,online_shopping,2024-04-27,Shopping
Feb,Marketing,8684,11400,2716,Uber,ride,2028-03-18,Transportation
Dec,HR,16739,19650,2911,McDonald's,coffee purchase,2024-01-04,Food & Dining
Mar,Finance,6841,5878,-963,Flipkart,movie subscription,2024-10-28,Entertainment
Apr,Marketing,14783,12731,-2052,Starbucks,drinks,2024-03-07,Food & Dining
Sep,Finance,19301,20668,1367,Shell,fuel purchase,2023-04-22,Fuel
Feb,Marketing,8714,10877,2163,Starbucks,drinks,2027-03-02,Food & Dining
Mar,Operations,17987,15661,-2326,McDonald's,meal,2027-09-18,Food & Dining
Jan,IT,5093,3507,-1586,Amazon,online_shopping,2025-10-20,Shopping
Jul,HR,6292,7829,1537,McDonald's,food,2027-05-08,Food & Dining
Apr,Operations,18623,21424,2801,Uber,travel,2028-10-06,Transportation
Oct,IT,8168,6041,-2127,Amazon,movie subscription,2029-06-10,Entertainment
Mar,Marketing,17582,19420,1838,Netflix,monthly subscription,2025-02-16,Subscription
Jan,Operations,9890,12380,2490,Amazon,online_shopping,2026-11-02,Shopping
Apr,Operations,16726,16950,224,Apple Store,online shopping,2023-10-22,Shopping
Jun,HR,14974,13299,-1675,Amazon,online_shopping,2026-03-11,Shopping
Jan,HR,11223,13181,1958,Apple Store,app purchase,2028-09-21,Digital Services
Mar,HR,6191,6601,410,Flipkart,movie subscription,2023-08-04,Entertainment
Nov,Sales,11822,14369,2547,Apple Store,app purchase,2029-05-14,Digital Services
Nov,Sales,14916,17260,2344,Flipkart,online_shopping,2023-08-09,Shopping
Jan,Marketing,18928,15988,-2940,McDonald's,meal,2029-04-14,Food & Dining
Dec,Finance,5815,7183,1368,Amazon,movie subscription,2024-04-01,Entertainment
Nov,Finance,5577,8525,2948,Shell,diesel,2023-08-05,Fuel
Jul,Marketing,5157,5738,581,Apple Store,app purchase,2025-03-04,Digital Services
Feb,Finance,18778,17379,-1399,McDonald's,drinks,2027-04-16,Food & Dining
Jul,Sales,10852,10231,-621,Apple Store,online shopping,2023-02-20,Shopping
Apr,Finance,10176,10697,521,Netflix,monthly subscription,2024-02-28,Subscription
Mar,Marketing,6026,3303,-2723,Apple Store,app purchase,2023-01-27,Digital Services
Nov,Operations,10471,12725,2254,Starbucks,food,2027-05-14,Food & Dining
Nov,Sales,19636,19887,251,Starbucks,coffee,2026-02-24,Food & Dining
Jun,Marketing,15644,12784,-2860,Starbucks,coffee,2029-01-01,Food & Dining
Dec,HR,18710,16916,-1794,Shell,petrol,2029-06-16,Fuel
Apr,Operations,19598,18244,-1354,McDonald's,food,2025-02-08,Food & Dining
Aug,Marketing,6532,8040,1508,Flipkart,online shopping,2027-08-30,Shopping
Oct,IT,12058,9373,-2685,Flipkart,movie subscription,2029-06-14,Entertainment
May,IT,15304,17585,2281,Starbucks,drinks,2028-12-01,Food & Dining
Jul,Marketing,13735,13339,-396,Amazon,online_shopping,2028-02-12,Shopping
Feb,IT,10660,10307,-353,Apple Store,online shopping,2028-01-20,Shopping
Sep,Sales,19724,20136,412,Flipkart,online shopping,2025-02-15,Shopping
Jun,Marketing,13982,13491,-491,Apple Store,online shopping,2025-08-06,Shopping
Jun,Finance,14129,11768,-2361,Apple Store,app purchase,2024-12-18,Digital Services
Dec,Operations,11589,13552,1963,Starbucks,coffee,2024-11-28,Food & Dining
Jan,HR,12247,14379,2132,Netflix,entertainment,2026-11-13,Entertainment
Jul,Operations,16842,17615,773,Flipkart,online shopping,2025-10-31,Shopping
May,IT,13359,15826,2467,Apple Store,online shopping,2028-09-19,Shopping
Apr,IT,14959,15294,335,Amazon,movie subscription,2024-11-12,Entertainment
May,IT,11660,12953,1293,Uber,travel,2024-05-13,Transportation
May,HR,16287,15080,-1207,Uber,ride,2029-09-14,Transportation
Oct,IT,7662,5916,-1746,Apple Store,online shopping,2024-10-10,Shopping
Feb,Finance,11355,12844,1489,Amazon,online shopping,2026-01-03,Shopping
Jun,IT,14596,13858,-738,McDonald's,meal,2023-08-20,Food & Dining
Oct,IT,15418,14352,-1066,Uber,ride,2025-06-06,Transportation
Jan,Finance,8655,10450,1795,Flipkart,online_shopping,2025-06-28,Shopping
Nov,Finance,6571,9349,2778,Netflix,monthly subscription,2028-04-14,Subscription
Apr,IT,7402,7084,-318,Uber,ride,2026-07-31,Transportation
Dec,HR,18069,16151,-1918,McDonald's,food,2028-09-04,Food & Dining
Mar,HR,12253,13269,1016,Shell,petrol,2027-09-14,Fuel
Jan,Sales,17103,19010,1907,Flipkart,movie subscription,2024-03-02,Entertainment
Nov,HR,5455,6345,890,Shell,diesel,2029-07-02,Fuel
May,Sales,9136,8558,-578,Flipkart,movie subscription,2027-01-03,Entertainment
Jul,Operations,13559,13275,-284,McDonald's,food,2024-01-25,Food & Dining
Jul,Sales,5543,6638,1095,McDonald's,food,2026-11-22,Food & Dining
Feb,HR,7066,4601,-2465,McDonald's,food,2029-10-20,Food & Dining
Jan,Sales,17744,16489,-1255,Shell,diesel,2025-12-20,Fuel
Jul,HR,16211,18649,2438,Flipkart,online_shopping,2027-06-04,Shopping
Sep,Finance,6514,7473,959,Flipkart,online shopping,2027-09-02,Shopping
Oct,IT,5163,7769,2606,Shell,petrol,2024-12-22,Fuel
May,IT,7065,5780,-1285,Amazon,online_shopping,2025-05-05,Shopping
Nov,Finance,6752,5696,-1056,McDonald's,drinks,2029-08-18,Food & Dining
Dec,Marketing,12669,10679,-1990,Flipkart,online shopping,2026-10-11,Shopping
Jan,IT,11679,12643,964,Shell,petrol,2028-02-01,Fuel
Mar,IT,19017,18309,-708,Amazon,online shopping,2024-11-03,Shopping
Oct,Sales,11973,13067,1094,Netflix,entertainment,2026-07-07,Entertainment
Nov,HR,5457,4134,-1323,Amazon,online_shopping,2024-06-10,Shopping
Dec,Marketing,19328,17787,-1541,Starbucks,food,2024-06-29,Food & Dining
Mar,HR,19056,16767,-2289,Uber,travel,2024-10-14,Transportation
May,Marketing,7669,5481,-2188,Apple Store,app purchase,2029-04-23,Digital Services
Aug,HR,19006,19243,237,Starbucks,coffee,2026-07-16,Food & Dining
Oct,IT,8686,10048,1362,Uber,travel,2027-04-27,Transportation
Sep,Marketing,16299,15142,-1157,Shell,fuel purchase,2026-04-03,Fuel
Mar,Marketing,9476,11930,2454,Amazon,online shopping,2026-03-14,Shopping
Nov,Sales,12560,12270,-290,McDonald's,drinks,2025-03-18,Food & Dining
Oct,IT,5292,4277,-1015,Flipkart,online shopping,2026-11-10,Shopping
Dec,Marketing,14360,15869,1509,Apple Store,app purchase,2027-07-04,Digital Services
Aug,HR,19512,18602,-910,Uber,ride to work,2029-03-03,Transportation
Feb,Finance,18432,16382,-2050,Uber,ride,2025-03-16,Transportation
Jan,HR,15983,15232,-751,Amazon,online_shopping,2023-09-19,Shopping
Nov,IT,6554,8710,2156,Starbucks,food,2025-06-16,Food & Dining
Oct,Operations,9022,9923,901,Shell,petrol,2029-03-02,Fuel
May,Operations,14815,16482,1667,Starbucks,drinks,2024-02-01,Food & Dining
Jul,IT,8262,7631,-631,Flipkart,movie subscription,2026-04-03,Entertainment
Aug,Finance,18392,20200,1808,Flipkart,online shopping,2025-04-21,Shopping
Oct,HR,19905,22830,2925,Flipkart,movie subscription,2029-03-07,Entertainment
Jun,Operations,13290,13151,-139,Uber,ride to work,2024-04-12,Transportation
Jun,Sales,13559,12086,-1473,Flipkart,online_shopping,2025-06-14,Shopping
Sep,Marketing,7203,9574,2371,Amazon,online shopping,2024-02-11,Shopping
Aug,HR,6486,6033,-453,Shell,petrol,2026-09-28,Fuel
Dec,IT,12142,9806,-2336,Amazon,online_shopping,2028-02-24,Shopping
Feb,Finance,10167,12997,2830,Amazon,online shopping,2026-01-02,Shopping
Oct,Marketing,7910,7053,-857,Netflix,movie,2027-03-22,Entertainment
Apr,HR,11154,13027,1873,Flipkart,movie subscription,2027-01-23,Entertainment
Jun,HR,5180,2679,-2501,Uber,ride to work,2027-10-03,Transportation
Jan,Finance,14667,15490,823,Starbucks,coffee,2028-01-02,Food & Dining
Aug,Finance,7739,10275,2536,Uber,travel,2026-03-29,Transportation
Nov,IT,18197,19684,1487,Flipkart,online_shopping,2024-08-31,Shopping
Sep,Finance,13974,14403,429,Uber,travel,2027-12-14,Transportation
Nov,HR,17811,17546,-265,Flipkart,online shopping,2027-02-11,Shopping
Nov,Finance,19758,21230,1472,Apple Store,online shopping,2026-04-21,Shopping
Jan,Sales,15467,13073,-2394,Amazon,movie subscription,2025-09-29,Entertainment
May,Sales,7636,7869,233,Uber,travel,2023-04-11,Transportation
May,HR,7218,7475,257,Netflix,entertainment,2029-05-11,Entertainment
Apr,IT,5904,6722,818,Apple Store,online shopping,2024-08-08,Shopping
Mar,IT,7841,5219,-2622,McDonald's,drinks,2029-05-25,Food & Dining
Jun,Marketing,12765,11937,-828,McDonald's,drinks,2029-05-06,Food & Dining
Dec,Sales,6324,5382,-942,Apple Store,app purchase,2023-09-27,Digital Services
Nov,Sales,5162,7164,2002,Starbucks,drinks,2025-11-30,Food & Dining
Jul,Finance,14875,12173,-2702,Apple Store,app purchase,2024-11-04,Digital Services
Apr,Operations,14343,13802,-541,Starbucks,coffee,2026-12-14,Food & Dining
Apr,Operations,15298,14127,-1171,Starbucks,food,2027-01-22,Food & Dining
Jun,IT,11365,9573,-1792,Uber,ride to work,2024-02-15,Transportation
Jan,Operations,5247,7910,2663,Shell,fuel purchase,2024-02-20,Fuel
Aug,Sales,11038,8462,-2576,Apple Store,app purchase,2025-01-21,Digital Services
Aug,Operations,9608,10863,1255,Flipkart,online_shopping,2027-02-01,Shopping
Mar,Operations,15040,13393,-1647,McDonald's,drinks,2027-10-11,Food & Dining
Jul,Operations,9759,8283,-1476,Amazon,online_shopping,2026-08-03,Shopping
May,Sales,18299,21118,2819,Amazon,online_shopping,2029-07-06,Shopping
May,Marketing,10305,7893,-2412,Shell,diesel,2026-11-20,Fuel
Jan,Marketing,7416,7822,406,Flipkart,online_shopping,2023-12-15,Shopping
Sep,Marketing,7887,8536,649,McDonald's,meal,2027-07-17,Food & Dining
Mar,IT,17222,18980,1758,McDonald's,food,2028-05-25,Food & Dining
Jan,Operations,14022,14893,871,Shell,diesel,2023-05-15,Fuel
Mar,Finance,13765,11384,-2381,Uber,travel,2023-08-14,Transportation
Apr,Marketing,5753,6897,1144,Shell,petrol,2028-06-05,Fuel
Jun,Operations,14459,13286,-1173,Starbucks,coffee,2023-12-20,Food & Dining
Oct,Sales,13548,14933,1385,Shell,petrol,2025-05-15,Fuel
May,Finance,13342,14321,979,Netflix,movie subscription,2025-09-16,Entertainment
Dec,Operations,5561,2618,-2943,McDonald's,meal,2026-02-25,Food & Dining
Dec,Sales,14648,17315,2667,Shell,diesel,2027-07-05,Fuel
Feb,Finance,15416,14448,-968,Netflix,entertainment,2024-05-16,Entertainment
Apr,IT,19805,22533,2728,Starbucks,drinks,2024-03-06,Food & Dining
Jul,IT,17794,16493,-1301,Starbucks,food,2025-02-07,Food & Dining
Dec,Sales,17163,19298,2135,Netflix,entertainment,2024-04-06,Entertainment
Apr,Marketing,11492,10168,-1324,McDonald's,meal,2028-11-14,Food & Dining
Mar,Marketing,15287,16552,1265,Uber,travel,2025-12-27,Transportation
Feb,Operations,10815,10817,2,Apple Store,app purchase,2027-12-16,Digital Services
Feb,IT,11918,14197,2279,Flipkart,online_shopping,2024-01-21,Shopping
Jun,Finance,6489,5500,-989,Shell,diesel,2026-10-20,Fuel
Aug,Sales,7131,9352,2221,Netflix,movie subscription,2028-04-23,Entertainment
Mar,Sales,19517,18319,-1198,Amazon,online_shopping,2023-01-13,Shopping
Feb,Finance,15005,14051,-954,Apple Store,online shopping,2024-02-03,Shopping
Jun,HR,12013,9238,-2775,Shell,fuel purchase,2023-09-07,Fuel
Nov,Finance,8179,10747,2568,Amazon,online_shopping,2026-10-06,Shopping
Feb,Finance,9740,12078,2338,Amazon,online shopping,2025-09-12,Shopping
Dec,HR,13855,10910,-2945,Netflix,movie,2024-06-15,Entertainment
Feb,HR,6280,6094,-186,Netflix,entertainment,2026-03-26,Entertainment
Mar,Operations,10302,8182,-2120,McDonald's,food,2025-07-29,Food & Dining
Apr,Sales,12628,10722,-1906,Netflix,movie,2026-03-04,Entertainment
Oct,IT,18395,15545,-2850,Amazon,movie subscription,2024-08-29,Entertainment
Jun,IT,16083,17980,1897,Flipkart,online shopping,2029-04-11,Shopping
Oct,Sales,12454,14743,2289,Starbucks,food,2025-08-26,Food & Dining
Sep,Sales,18873,19225,352,Shell,fuel purchase,2025-03-06,Fuel
Aug,HR,15859,15709,-150,Netflix,monthly subscription,2029-05-27,Subscription
Feb,IT,19738,19133,-605,Shell,petrol,2025-09-26,Fuel
Sep,Marketing,18111,20282,2171,Shell,diesel,2025-03-28,Fuel
Sep,Marketing,6192,5459,-733,Uber,travel,2024-12-08,Transportation
Jan,Operations,15328,13295,-2033,Amazon,online shopping,2027-08-14,Shopping
Aug,Finance,11874,14636,2762,Netflix,movie,2028-12-21,Entertainment
Oct,Sales,7367,10037,2670,Flipkart,online shopping,2027-02-01,Shopping
Nov,Operations,10750,11387,637,Uber,travel,2026-08-28,Transportation
Jun,HR,9417,10722,1305,Starbucks,food,2025-05-17,Food & Dining
Nov,Sales,18768,20510,1742,Starbucks,coffee,2027-08-02,Food & Dining
Aug,Operations,10297,12220,1923,Flipkart,online shopping,2029-08-22,Shopping
Apr,Sales,18669,16627,-2042,Apple Store,online shopping,2023-03-09,Shopping
Dec,Operations,10557,10222,-335,McDonald's,food,2029-01-22,Food & Dining
Mar,Sales,7688,7486,-202,Shell,fuel purchase,2024-03-21,Fuel
Jun,Marketing,16512,13671,-2841,Shell,petrol,2024-08-10,Fuel
Mar,Operations,12076,14258,2182,Netflix,movie,2025-06-24,Entertainment
Sep,IT,14542,12684,-1858,McDonald's,coffee purchase,2026-06-07,Food & Dining
Nov,Operations,8599,11371,2772,Amazon,movie subscription,2023-01-04,Entertainment
Oct,Operations,16513,14272,-2241,Flipkart,online_shopping,2027-02-06,Shopping
Jun,IT,17566,18919,1353,McDonald's,food,2025-09-22,Food & Dining
Nov,Operations,15306,15904,598,McDonald's,coffee purchase,2023-07-13,Food & Dining
Jun,Marketing,15913,16784,871,Amazon,online_shopping,2024-07-29,Shopping
Sep,Finance,7377,9697,2320,Netflix,movie subscription,2026-06-03,Entertainment
Sep,IT,5800,6669,869,Uber,ride to work,2023-04-21,Transportation
Jan,HR,8542,11540,2998,Uber,travel,2025-01-24,Transportation
Apr,Operations,5584,8256,2672,Starbucks,drinks,2023-08-21,Food & Dining
Mar,IT,12999,15401,2402,Apple Store,online shopping,2025-08-18,Shopping
Aug,Finance,9310,9898,588,Shell,diesel,2024-03-25,Fuel
Jun,Marketing,7194,7273,79,Shell,fuel purchase,2024-01-12,Fuel
Aug,HR,12132,14183,2051,Uber,ride to work,2025-02-16,Transportation
Mar,Operations,10931,13524,2593,Starbucks,food,2027-08-16,Food & Dining
Jun,HR,14462,13225,-1237,Uber,ride,2026-04-16,Transportation
Feb,IT,18949,17640,-1309,Uber,ride,2024-10-14,Transportation
Apr,Finance,7852,6641,-1211,Starbucks,food,2029-07-15,Food & Dining
Nov,Sales,9652,9161,-491,Flipkart,online_shopping,2024-03-24,Shopping
Jun,Sales,8890,10434,1544,Amazon,online shopping,2025-09-22,Shopping
Jun,Marketing,7780,9042,1262,Uber,ride,2026-07-17,Transportation
Jun,IT,18886,19317,431,Starbucks,food,2023-09-24,Food & Dining
