Department,Budgeted Amount,Actual Spending,Variance,Merchant,Description,Date,Category
Sales,6718,8621,1903,Netflix,entertainment,06 July 2027,Entertainment
Finance,18477,16873,-1604,McDonald's,meal,07 July 2027,Food & Dining
HR,8660,8249,-411,Amazon,online_shopping,08 July 2027,Shopping
IT,11884,12095,211,Shell,diesel,09 July 2027,Fuel
HR,7727,10525,2798,Amazon,online shopping,10 July 2027,Shopping
HR,16135,15347,-788,Uber,travel,11 July 2027,Transportation
Operations,12030,10800,-1230,Starbucks,food,12 July 2027,Food & Dining
IT,10704,8031,-2673,Apple Store,app purchase,13 July 2027,Digital Services
Finance,11094,9717,-1377,McDonald's,coffee purchase,14 July 2027,Food & Dining
Operations,7269,6421,-848,Apple Store,online shopping,15 July 2027,Shopping
Sales,11826,9414,-2412,Uber,ride,16 July 2027,Transportation
Finance,15296,17855,2559,McDonald's,food,17 July 2027,Food & Dining
Marketing,8429,5901,-2528,Uber,ride,18 July 2027,Transportation
Marketing,16302,14511,-1791,Amazon,movie subscription,19 July 2027,Entertainment
Marketing,6174,5206,-968,Starbucks,drinks,20 July 2027,Food & Dining
Marketing,13657,14137,480,Apple Store,app purchase,21 July 2027,Digital Services
Operations,18715,16915,-1800,Netflix,monthly subscription,22 July 2027,Subscription
Marketing,11924,10116,-1808,Amazon,online shopping,23 July 2027,Shopping
Marketing,12113,11065,-1048,Shell,petrol,24 July 2027,Fuel
Finance,14579,15754,1175,Shell,fuel purchase,25 July 2027,Fuel
IT,7247,4664,-2583,Shell,petrol,26 July 2027,Fuel
HR,14218,11554,-2664,Shell,petrol,27 July 2027,Fuel
HR,18464,21161,2697,Shell,fuel purchase,28 July 2027,Fuel
Sales,7865,10269,2404,Flipkart,online_shopping,29 July 2027,Shopping
HR,15059,14066,-993,Starbucks,drinks,30 July 2027,Food & Dining
Sales,15495,15290,-205,Flipkart,online shopping,31 July 2027,Shopping
HR,12176,14020,1844,Amazon,movie subscription,01 August 2027,Entertainment
Operations,10758,13284,2526,Amazon,movie subscription,02 August 2027,Entertainment
Operations,15799,12961,-2838,Netflix,monthly subscription,03 August 2027,Subscription
HR,15749,17553,1804,Apple Store,app purchase,04 August 2027,Digital Services
Marketing,5742,5207,-535,McDonald's,drinks,05 August 2027,Food & Dining
HR,11308,12858,1550,McDonald's,food,06 August 2027,Food & Dining
Marketing,11551,9178,-2373,Apple Store,app purchase,07 August 2027,Digital Services
Sales,18673,20423,1750,Flipkart,online_shopping,08 August 2027,Shopping
Sales,7250,4473,-2777,Amazon,movie subscription,09 August 2027,Entertainment
Finance,16255,14930,-1325,McDonald's,drinks,10 August 2027,Food & Dining
IT,18315,17373,-942,McDonald's,food,11 August 2027,Food & Dining
IT,5117,3820,-1297,Apple Store,app purchase,12 August 2027,Digital Services
Marketing,19161,22011,2850,Starbucks,drinks,13 August 2027,Food & Dining
IT,11095,13483,2388,Shell,diesel,14 August 2027,Fuel
HR,14182,12092,-2090,Netflix,entertainment,15 August 2027,Entertainment
Marketing,9936,8179,-1757,Netflix,movie,16 August 2027,Entertainment
Operations,13413,12222,-1191,Apple Store,online shopping,17 August 2027,Shopping
HR,12649,15211,2562,Shell,diesel,18 August 2027,Fuel
HR,13799,14416,617,Flipkart,online shopping,19 August 2027,Shopping
Sales,14497,14949,452,Amazon,movie subscription,20 August 2027,Entertainment
Sales,11734,13331,1597,Amazon,movie subscription,21 August 2027,Entertainment
Operations,11611,13959,2348,Apple Store,app purchase,22 August 2027,Digital Services
Marketing,10152,9188,-964,Flipkart,online shopping,23 August 2027,Shopping
Marketing,19145,20695,1550,Apple Store,online shopping,24 August 2027,Shopping
HR,18554,15584,-2970,Starbucks,drinks,25 August 2027,Food & Dining
Finance,5121,7186,2065,Netflix,monthly subscription,26 August 2027,Subscription
Finance,12599,14863,2264,Flipkart,online shopping,27 August 2027,Shopping
Sales,16267,16668,401,Netflix,movie subscription,28 August 2027,Entertainment
Sales,6069,4770,-1299,Flipkart,movie subscription,29 August 2027,Entertainment
Operations,9902,12647,2745,Netflix,monthly subscription,30 August 2027,Subscription
Operations,18121,17978,-143,Shell,fuel purchase,31 August 2027,Fuel
Operations,10751,12760,2009,Uber,ride,01 September 2027,Transportation
Sales,11593,14280,2687,Uber,ride to work,02 September 2027,Transportation
IT,14904,15366,462,Flipkart,online shopping,03 September 2027,Shopping
Operations,7572,9011,1439,Netflix,movie subscription,04 September 2027,Entertainment
Marketing,15528,14797,-731,Flipkart,movie subscription,05 September 2027,Entertainment
IT,10657,11894,1237,Starbucks,coffee,06 September 2027,Food & Dining
IT,9962,10334,372,Amazon,online shopping,07 September 2027,Shopping
HR,16112,16578,466,Apple Store,online shopping,08 September 2027,Shopping
Finance,12470,11191,-1279,Uber,travel,09 September 2027,Transportation
Operations,17622,18188,566,Shell,diesel,10 September 2027,Fuel
HR,9858,10269,411,Starbucks,food,11 September 2027,Food & Dining
IT,8007,5918,-2089,Amazon,movie subscription,12 September 2027,Entertainment
Operations,18767,20277,1510,Shell,diesel,13 September 2027,Fuel
Finance,17536,18540,1004,Flipkart,online_shopping,14 September 2027,Shopping
IT,5615,3458,-2157,Starbucks,coffee,15 September 2027,Food & Dining
IT,7036,5419,-1617,Netflix,monthly subscription,16 September 2027,Subscription
HR,12214,10800,-1414,Shell,diesel,17 September 2027,Fuel
Operations,8840,8415,-425,Amazon,online_shopping,18 September 2027,Shopping
HR,7625,4973,-2652,McDonald's,food,19 September 2027,Food & Dining
HR,15945,13755,-2190,Flipkart,online shopping,20 September 2027,Shopping
IT,14049,13921,-128,McDonald's,meal,21 September 2027,Food & Dining
HR,9171,7587,-1584,Starbucks,drinks,22 September 2027,Food & Dining
Operations,19342,17059,-2283,Amazon,movie subscription,23 September 2027,Entertainment
HR,6097,6951,854,Apple Store,app purchase,24 September 2027,Digital Services
IT,10530,12228,1698,Starbucks,food,25 September 2027,Food & Dining
HR,8126,8342,216,McDonald's,coffee purchase,26 September 2027,Food & Dining
Marketing,11451,11352,-99,Uber,travel,27 September 2027,Transportation
Finance,8628,6123,-2505,Apple Store,online shopping,28 September 2027,Shopping
Sales,7137,8458,1321,Shell,diesel,29 September 2027,Fuel
IT,15226,17803,2577,Shell,diesel,30 September 2027,Fuel
Sales,6549,8202,1653,Uber,ride,01 October 2027,Transportation
Sales,17068,18210,1142,Flipkart,online shopping,02 October 2027,Shopping
IT,16707,14213,-2494,Shell,fuel purchase,03 October 2027,Fuel
IT,5218,6079,861,Shell,fuel purchase,04 October 2027,Fuel
Operations,9600,11695,2095,McDonald's,food,05 October 2027,Food & Dining
Sales,16000,15514,-486,Apple Store,online shopping,06 October 2027,Shopping
Marketing,5611,8061,2450,Netflix,entertainment,07 October 2027,Entertainment
IT,15962,16407,445,Shell,petrol,08 October 2027,Fuel
Operations,5425,7448,2023,Shell,diesel,09 October 2027,Fuel
Marketing,9321,6638,-2683,Flipkart,online_shopping,10 October 2027,Shopping
Operations,5545,5252,-293,Flipkart,online shopping,11 October 2027,Shopping
Sales,18246,17995,-251,McDonald's,coffee purchase,12 October 2027,Food & Dining
Finance,7864,6628,-1236,Shell,fuel purchase,13 October 2027,Fuel
HR,17301,19830,2529,Shell,fuel purchase,14 October 2027,Fuel
HR,14726,15694,968,Shell,petrol,15 October 2027,Fuel
Marketing,10146,8228,-1918,Starbucks,drinks,16 October 2027,Food & Dining
IT,14624,13159,-1465,Flipkart,movie subscription,17 October 2027,Entertainment
Marketing,7582,6326,-1256,Uber,ride to work,18 October 2027,Transportation
Marketing,17330,18509,1179,Uber,ride,19 October 2027,Transportation
Marketing,6392,6263,-129,Netflix,entertainment,20 October 2027,Entertainment
Sales,13169,12229,-940,Flipkart,online_shopping,21 October 2027,Shopping
Sales,7354,5956,-1398,Apple Store,online shopping,22 October 2027,Shopping
Marketing,13582,11276,-2306,McDonald's,coffee purchase,23 October 2027,Food & Dining
IT,12319,13884,1565,Flipkart,movie subscription,24 October 2027,Entertainment
Marketing,14261,15780,1519,Netflix,movie subscription,25 October 2027,Entertainment
Marketing,19022,17920,-1102,Apple Store,online shopping,26 October 2027,Shopping
HR,12916,14387,1471,Flipkart,online shopping,27 October 2027,Shopping
Finance,16745,19426,2681,Shell,diesel,28 October 2027,Fuel
Sales,15168,15833,665,Flipkart,online_shopping,29 October 2027,Shopping
Marketing,16930,14641,-2289,Uber,ride to work,30 October 2027,Transportation
Finance,14268,15315,1047,McDonald's,food,31 October 2027,Food & Dining
Marketing,9015,11191,2176,Netflix,movie subscription,01 November 2027,Entertainment
IT,18764,20724,1960,McDonald's,food,02 November 2027,Food & Dining
HR,18416,17887,-529,McDonald's,meal,03 November 2027,Food & Dining
Operations,17144,17295,151,Starbucks,drinks,04 November 2027,Food & Dining
HR,5527,3630,-1897,Starbucks,drinks,05 November 2027,Food & Dining
Finance,11853,12108,255,Flipkart,online shopping,06 November 2027,Shopping
HR,13670,12933,-737,Uber,travel,07 November 2027,Transportation
HR,9497,9738,241,Starbucks,coffee,08 November 2027,Food & Dining
HR,18278,17562,-716,Uber,ride,09 November 2027,Transportation
IT,11298,12604,1306,Shell,diesel,10 November 2027,Fuel
HR,6710,8264,1554,Apple Store,online shopping,11 November 2027,Shopping
Operations,10135,9987,-148,Starbucks,coffee,12 November 2027,Food & Dining
Marketing,9957,9156,-801,Flipkart,online_shopping,13 November 2027,Shopping
Sales,6464,7939,1475,Flipkart,online shopping,14 November 2027,Shopping
Marketing,11369,13229,1860,Flipkart,online_shopping,15 November 2027,Shopping
Finance,17324,19854,2530,Uber,ride,16 November 2027,Transportation
Operations,17734,14914,-2820,McDonald's,coffee purchase,17 November 2027,Food & Dining
HR,13070,15091,2021,Apple Store,app purchase,18 November 2027,Digital Services
Sales,7060,5540,-1520,Amazon,movie subscription,19 November 2027,Entertainment
Marketing,10435,12129,1694,Amazon,online shopping,20 November 2027,Shopping
Finance,15173,14899,-274,Starbucks,drinks,21 November 2027,Food & Dining
Finance,11536,11595,59,Starbucks,food,22 November 2027,Food & Dining
Sales,17286,14565,-2721,Starbucks,coffee,23 November 2027,Food & Dining
Marketing,12204,9829,-2375,Shell,diesel,24 November 2027,Fuel
Finance,15893,15158,-735,Amazon,online_shopping,25 November 2027,Shopping
Operations,6240,7678,1438,Amazon,movie subscription,26 November 2027,Entertainment
Finance,14163,17149,2986,McDonald's,meal,27 November 2027,Food & Dining
Marketing,18990,21448,2458,Amazon,online shopping,28 November 2027,Shopping
Sales,13836,11662,-2174,Netflix,entertainment,29 November 2027,Entertainment
Finance,7982,9934,1952,Netflix,movie subscription,30 November 2027,Entertainment
HR,14444,12187,-2257,Shell,petrol,01 December 2027,Fuel
Operations,16305,15230,-1075,Flipkart,movie subscription,02 December 2027,Entertainment
HR,14553,17514,2961,Starbucks,coffee,03 December 2027,Food & Dining
HR,16445,16401,-44,Netflix,movie subscription,04 December 2027,Entertainment
Sales,8510,8963,453,Apple Store,online shopping,05 December 2027,Shopping
Sales,15857,15181,-676,Uber,travel,06 December 2027,Transportation
IT,11230,10656,-574,Netflix,entertainment,07 December 2027,Entertainment
Finance,6028,5729,-299,Apple Store,app purchase,08 December 2027,Digital Services
HR,11643,8709,-2934,Apple Store,app purchase,09 December 2027,Digital Services
Marketing,18526,16656,-1870,Netflix,entertainment,10 December 2027,Entertainment
HR,17255,18532,1277,Netflix,entertainment,11 December 2027,Entertainment
Marketing,19136,19386,250,Netflix,movie,12 December 2027,Entertainment
Marketing,5304,3888,-1416,McDonald's,meal,13 December 2027,Food & Dining
Finance,19378,17549,-1829,Amazon,online_shopping,14 December 2027,Shopping
Finance,11198,9050,-2148,Shell,diesel,15 December 2027,Fuel
IT,7224,8415,1191,Uber,travel,16 December 2027,Transportation
Operations,10334,10171,-163,McDonald's,food,17 December 2027,Food & Dining
Operations,7511,7354,-157,Flipkart,movie subscription,18 December 2027,Entertainment
Marketing,15048,16927,1879,Netflix,movie subscription,19 December 2027,Entertainment
Operations,13926,12220,-1706,Shell,petrol,20 December 2027,Fuel
Operations,13910,16816,2906,Amazon,online_shopping,21 December 2027,Shopping
IT,18467,16818,-1649,Starbucks,coffee,22 December 2027,Food & Dining
Marketing,7000,4390,-2610,Starbucks,food,23 December 2027,Food & Dining
Sales,11126,11406,280,Flipkart,online_shopping,24 December 2027,Shopping
Operations,12043,13535,1492,Uber,travel,25 December 2027,Transportation
Marketing,19211,18469,-742,Netflix,movie,26 December 2027,Entertainment
IT,13717,10745,-2972,McDonald's,coffee purchase,27 December 2027,Food & Dining
Marketing,14534,14789,255,Apple Store,app purchase,28 December 2027,Digital Services
IT,18414,21245,2831,McDonald's,coffee purchase,29 December 2027,Food & Dining
Sales,17922,20110,2188,McDonald's,coffee purchase,30 December 2027,Food & Dining
HR,5723,7508,1785,Apple Store,online shopping,31 December 2027,Shopping
Sales,15335,15160,-175,Uber,ride to work,01 January 2028,Transportation
IT,13549,13684,135,Netflix,movie subscription,02 January 2028,Entertainment
Finance,13391,14854,1463,Uber,ride,03 January 2028,Transportation
Sales,8534,11435,2901,Netflix,entertainment,04 January 2028,Entertainment
HR,13130,10954,-2176,Flipkart,online shopping,05 January 2028,Shopping
IT,13222,15759,2537,Flipkart,online shopping,06 January 2028,Shopping
Sales,6100,3179,-2921,Apple Store,app purchase,07 January 2028,Digital Services
Marketing,5357,7983,2626,Starbucks,food,08 January 2028,Food & Dining
Marketing,11243,8897,-2346,Apple Store,app purchase,09 January 2028,Digital Services
Finance,15022,15437,415,Netflix,movie subscription,10 January 2028,Entertainment
Finance,9749,7166,-2583,Amazon,online shopping,11 January 2028,Shopping
Operations,11055,9787,-1268,McDonald's,meal,12 January 2028,Food & Dining
HR,10991,11119,128,Uber,ride,13 January 2028,Transportation
HR,5229,7828,2599,Flipkart,online shopping,14 January 2028,Shopping
IT,15006,16769,1763,Uber,travel,15 January 2028,Transportation
Operations,7789,8233,444,McDonald's,food,16 January 2028,Food & Dining
Finance,13602,10924,-2678,Flipkart,movie subscription,17 January 2028,Entertainment
Sales,18817,18974,157,McDonald's,coffee purchase,18 January 2028,Food & Dining
HR,12672,12199,-473,Amazon,online shopping,19 January 2028,Shopping
Sales,13828,13810,-18,Flipkart,movie subscription,20 January 2028,Entertainment
HR,19561,21058,1497,Starbucks,drinks,21 January 2028,Food & Dining
Sales,7696,8131,435,McDonald's,drinks,22 January 2028,Food & Dining
Operations,6247,5929,-318,Apple Store,online shopping,23 January 2028,Shopping
HR,8494,7535,-959,Shell,diesel,24 January 2028,Fuel
Sales,17637,20163,2526,Shell,petrol,25 January 2028,Fuel
IT,15570,13044,-2526,Shell,petrol,26 January 2028,Fuel
Operations,9672,10761,1089,Shell,fuel purchase,27 January 2028,Fuel
IT,9176,11390,2214,Amazon,online_shopping,28 January 2028,Shopping
IT,7275,8088,813,Starbucks,food,29 January 2028,Food & Dining
IT,12540,10935,-1605,Uber,ride to work,30 January 2028,Transportation
Operations,10240,12935,2695,Uber,travel,31 January 2028,Transportation
Sales,11922,11009,-913,Starbucks,drinks,01 February 2028,Food & Dining
Marketing,14489,12323,-2166,Amazon,online_shopping,02 February 2028,Shopping
Marketing,10379,7934,-2445,Starbucks,drinks,03 February 2028,Food & Dining
Sales,12626,12529,-97,Uber,ride,04 February 2028,Transportation
Operations,8717,11236,2519,McDonald's,food,05 February 2028,Food & Dining
Marketing,11465,9411,-2054,Shell,diesel,06 February 2028,Fuel
IT,7757,8368,611,Netflix,movie,07 February 2028,Entertainment
Finance,18605,17116,-1489,Apple Store,online shopping,08 February 2028,Shopping
HR,19455,21551,2096,Netflix,entertainment,09 February 2028,Entertainment
Operations,11043,10231,-812,Flipkart,online_shopping,10 February 2028,Shopping
Marketing,8684,11400,2716,Uber,ride,11 February 2028,Transportation
HR,16739,19650,2911,McDonald's,coffee purchase,12 February 2028,Food & Dining
Finance,6841,5878,-963,Flipkart,movie subscription,13 February 2028,Entertainment
Marketing,14783,12731,-2052,Starbucks,drinks,14 February 2028,Food & Dining
Finance,19301,20668,1367,Shell,fuel purchase,15 February 2028,Fuel
Marketing,8714,10877,2163,Starbucks,drinks,16 February 2028,Food & Dining
Operations,17987,15661,-2326,McDonald's,meal,17 February 2028,Food & Dining
IT,5093,3507,-1586,Amazon,online_shopping,18 February 2028,Shopping
HR,6292,7829,1537,McDonald's,food,19 February 2028,Food & Dining
Operations,18623,21424,2801,Uber,travel,20 February 2028,Transportation
IT,8168,6041,-2127,Amazon,movie subscription,21 February 2028,Entertainment
Marketing,17582,19420,1838,Netflix,monthly subscription,22 February 2028,Subscription
Operations,9890,12380,2490,Amazon,online_shopping,23 February 2028,Shopping
Operations,16726,16950,224,Apple Store,online shopping,24 February 2028,Shopping
HR,14974,13299,-1675,Amazon,online_shopping,25 February 2028,Shopping
